croc,adult clypeolabrum anlage
Orc2,Malpighian tubule primordium
Rme-8,Malpighian tubule primordium
Rab-RP1,Malpighian tubule primordium
Rbf,Malpighian tubule primordium
Rpd3,Malpighian tubule primordium
ATPsyn-d,Malpighian tubule primordium
NaPi-T,Malpighian tubule primordium
NaPi-T,Malpighian tubule primordium
Oscp,Malpighian tubule primordium
Max,Malpighian tubule primordium
ran,Malpighian tubule primordium
fok,Malpighian tubule primordium
TppII,Malpighian tubule primordium
Scp2,Malpighian tubule primordium
Ptx1,Malpighian tubule primordium
,Malpighian tubule primordium
,Malpighian tubule primordium
Nle,Malpighian tubule primordium
RFeSP,Malpighian tubule primordium
,Malpighian tubule primordium
Rs1,Malpighian tubule primordium
l(2)k01209,Malpighian tubule primordium
dnk,Malpighian tubule primordium
Uba1,Malpighian tubule primordium
drm,Malpighian tubule primordium
Sox100B,Malpighian tubule primordium
E2f2,Malpighian tubule primordium
Dph5,Malpighian tubule primordium
Ts,Malpighian tubule primordium
TER94,Malpighian tubule primordium
Cortactin,Malpighian tubule primordium
ps,Malpighian tubule primordium
Noa36,Malpighian tubule primordium
Aats-lys,Malpighian tubule primordium
l(1)G0156,Malpighian tubule primordium
CG9009,Malpighian tubule primordium
Adam,Malpighian tubule primordium
blot,Malpighian tubule primordium
Nup170,Malpighian tubule primordium
l(1)G0255,Malpighian tubule primordium
CG4455,Malpighian tubule primordium
CG3994,Malpighian tubule primordium
ZnT35C,Malpighian tubule primordium
CG3287,Malpighian tubule primordium
tio,Malpighian tubule primordium
Sucb,Malpighian tubule primordium
REG,Malpighian tubule primordium
NHP2,Malpighian tubule primordium
Aos1,Malpighian tubule primordium
Grip,Malpighian tubule primordium
CG3224,Malpighian tubule primordium
CG14430,Malpighian tubule primordium
CG1440,Malpighian tubule primordium
CG12139,Malpighian tubule primordium
CG2556,Malpighian tubule primordium
CG1463,Malpighian tubule primordium
CG1463,Malpighian tubule primordium
CG7860,Malpighian tubule primordium
mRpS30,Malpighian tubule primordium
Traf-like,Malpighian tubule primordium
CG8010,Malpighian tubule primordium
CG12203,Malpighian tubule primordium
CG17593,Malpighian tubule primordium
CG15628,Malpighian tubule primordium
Pvf2,Malpighian tubule primordium
Pvf3,Malpighian tubule primordium
CG4901,Malpighian tubule primordium
CG4972,Malpighian tubule primordium
CG4972,Malpighian tubule primordium
,Malpighian tubule primordium
MESR3,Malpighian tubule primordium
Tif-IA,Malpighian tubule primordium
bin3,Malpighian tubule primordium
CG1598,Malpighian tubule primordium
CG8258,Malpighian tubule primordium
CG8247,Malpighian tubule primordium
CG8058,Malpighian tubule primordium
CG1773,Malpighian tubule primordium
CG18446,Malpighian tubule primordium
CG12909,Malpighian tubule primordium
RpS15Ab,Malpighian tubule primordium
CG8839,Malpighian tubule primordium
CG8831,Malpighian tubule primordium
CG8646,Malpighian tubule primordium
CG8468,Malpighian tubule primordium
CG8531,Malpighian tubule primordium
CG8603,Malpighian tubule primordium
CG8443,Malpighian tubule primordium
CG14482,Malpighian tubule primordium
CG5819,Malpighian tubule primordium
CG3624,Malpighian tubule primordium
CG4692,Malpighian tubule primordium
CG4692,Malpighian tubule primordium
CG1233,Malpighian tubule primordium
CG2069,Malpighian tubule primordium
CG8001,Malpighian tubule primordium
CG1140,Malpighian tubule primordium
CG14968,Malpighian tubule primordium
CG14968,Malpighian tubule primordium
CG11594,Malpighian tubule primordium
Chd64,Malpighian tubule primordium
CG1273,Malpighian tubule primordium
CG11583,Malpighian tubule primordium
Gef64C,Malpighian tubule primordium
CG13704,Malpighian tubule primordium
CG4769,Malpighian tubule primordium
CG13290,Malpighian tubule primordium
CG13290,Malpighian tubule primordium
CG13298,Malpighian tubule primordium
CG5064,Malpighian tubule primordium
Doc3,Malpighian tubule primordium
CG3434,Malpighian tubule primordium
CG7839,Malpighian tubule primordium
mRpL2,Malpighian tubule primordium
Sug,Malpighian tubule primordium
CG10638,Malpighian tubule primordium
MICAL-like,Malpighian tubule primordium
CG11267,Malpighian tubule primordium
mRpL5,Malpighian tubule primordium
CG6854,Malpighian tubule primordium
CG8798,Malpighian tubule primordium
CG7654,Malpighian tubule primordium
CG5872,Malpighian tubule primordium
CG13252,Malpighian tubule primordium
CG11241,Malpighian tubule primordium
CG1236,Malpighian tubule primordium
CG1234,Malpighian tubule primordium
CG10903,Malpighian tubule primordium
mRpL19,Malpighian tubule primordium
CG9740,Malpighian tubule primordium
Fst,Malpighian tubule primordium
CG9444,Malpighian tubule primordium
CG17100,Malpighian tubule primordium
CG6345,Malpighian tubule primordium
CG6666,Malpighian tubule primordium
CG12207,Malpighian tubule primordium
mRpL9,Malpighian tubule primordium
CG5044,Malpighian tubule primordium
CG18522,Malpighian tubule primordium
GATAe,Malpighian tubule primordium
CG5903,Malpighian tubule primordium
CG8064,Malpighian tubule primordium
CG7702,Malpighian tubule primordium
CG6028,Malpighian tubule primordium
cenB1A,Malpighian tubule primordium
CG5728,Malpighian tubule primordium
CG11089,Malpighian tubule primordium
CG11771,Malpighian tubule primordium
CG10425,Malpighian tubule primordium
CG17370,Malpighian tubule primordium
CG17370,Malpighian tubule primordium
CG4951,Malpighian tubule primordium
CG11876,Malpighian tubule primordium
CG7802,Malpighian tubule primordium
CG7802,Malpighian tubule primordium
pont,Malpighian tubule primordium
Aplip1,Malpighian tubule primordium
EG:BACR7A4.14,Malpighian tubule primordium
CG32796,Malpighian tubule primordium
zetaCOP,Malpighian tubule primordium
CG14447,Malpighian tubule primordium
CG30085,Malpighian tubule primordium
CG30118,Malpighian tubule primordium
CG31100,Malpighian tubule primordium
CG31121,Malpighian tubule primordium
CG31272,Malpighian tubule primordium
CG31352,Malpighian tubule primordium
CG32026,Malpighian tubule primordium
CG32500,Malpighian tubule primordium
CG32500,Malpighian tubule primordium
CG33009,Malpighian tubule primordium
Pvf3,Malpighian tubule primordium
Pka-R1,Malpighian tubule primordium
CG40127,Malpighian tubule primordium
E2f2,Malpighian tubule primordium
Ptx1,Malpighian tubule primordium
Ptx1,Malpighian tubule primordium
Rab5,maternal
Mcr,maternal
Tif-IA,maternal
al,maxillary sensory complex
ase,maxillary sensory complex
Dll,maxillary sensory complex
cpo,maxillary sensory complex
His2Av,maxillary sensory complex
sens,maxillary sensory complex
Poxn,maxillary sensory complex
prd,maxillary sensory complex
amos,maxillary sensory complex
shg,maxillary sensory complex
ss,maxillary sensory complex
pdm2,maxillary sensory complex
argos,maxillary sensory complex
pros,maxillary sensory complex
B-H2,maxillary sensory complex
fd96Ca,maxillary sensory complex
sv,maxillary sensory complex
Sox15,maxillary sensory complex
lbl,maxillary sensory complex
lbe,maxillary sensory complex
B-H1,maxillary sensory complex
oaf,maxillary sensory complex
Mcm2,maxillary sensory complex
loco,maxillary sensory complex
Rfx,maxillary sensory complex
AP-2,maxillary sensory complex
cato,maxillary sensory complex
CG11409,maxillary sensory complex
l(2)05510,maxillary sensory complex
ETH,maxillary sensory complex
CG14617,maxillary sensory complex
nAcRbeta-21C,maxillary sensory complex
CG9135,maxillary sensory complex
CG15161,maxillary sensory complex
CG17724,maxillary sensory complex
CG10440,maxillary sensory complex
toe,maxillary sensory complex
CG3961,maxillary sensory complex
CG6560,maxillary sensory complex
CG13653,maxillary sensory complex
CG14253,maxillary sensory complex
CG12885,maxillary sensory complex
CG1911,maxillary sensory complex
pb,maxillary sensory complex
CG18431,maxillary sensory complex
CG42801,maxillary sensory complex
Dfd,maxillary sensory complex
ab,midline primordium
comt,midline primordium
D,midline primordium
en,midline primordium
fkh,midline primordium
ftz,midline primordium
bnb,midline primordium
Hsp23,midline primordium
klar,midline primordium
esg,midline primordium
l(1)sc,midline primordium
rst,midline primordium
shg,midline primordium
slp1,midline primordium
sna,midline primordium
sog,midline primordium
alpha-Spec,midline primordium
Tkr,midline primordium
tsl,midline primordium
vvl,midline primordium
W,midline primordium
oc,midline primordium
Nrt,midline primordium
ct,midline primordium
Ptp4E,midline primordium
sim,midline primordium
cas,midline primordium
comm,midline primordium
HLH3B,midline primordium
mas,midline primordium
spdo,midline primordium
Caki,midline primordium
btn,midline primordium
tap,midline primordium
unpg,midline primordium
NetA,midline primordium
Pitslre,midline primordium
Mcm5,midline primordium
KrT95D,midline primordium
zf30C,midline primordium
Mnt,midline primordium
brk,midline primordium
CG11409,midline primordium
stan,midline primordium
wrapper,midline primordium
miple,midline primordium
Stam,midline primordium
CG10249,midline primordium
Kr-h1,midline primordium
CG11902,midline primordium
trbl,midline primordium
nerfin-1,midline primordium
CG3097,midline primordium
Nek2,midline primordium
CG11696,midline primordium
gce,midline primordium
wgn,midline primordium
CG4213,midline primordium
CG4133,midline primordium
,midline primordium
CG8965,midline primordium
Pvf2,midline primordium
Pvf3,midline primordium
CG15480,midline primordium
CG33316,midline primordium
CG9336,midline primordium
CG3409,midline primordium
nemy,midline primordium
CG13333,midline primordium
CG8603,midline primordium
CG12489,midline primordium
CG13894,midline primordium
,midline primordium
SP2523,midline primordium
charybde,midline primordium
CG4328,midline primordium
bru-3,midline primordium
CG5027,midline primordium
Cad74A,midline primordium
Oatp74D,midline primordium
RhoBTB,midline primordium
CG11370,midline primordium
Mes2,midline primordium
pyd3,midline primordium
Ect3,midline primordium
Wnt8,midline primordium
CG14883,midline primordium
CG17838,midline primordium
cenB1A,midline primordium
vav,midline primordium
Sulf1,midline primordium
SP555,midline primordium
HGTX,midline primordium
CG31764,midline primordium
vir-1,midline primordium
Tre1,midline primordium
CG30193,midline primordium
CG31145,midline primordium
Oatp26F,midline primordium
CG32046,midline primordium
CG32244,midline primordium
CG32423,midline primordium
CG33147,midline primordium
pxb,midline primordium
CG33557,midline primordium
Pvf3,midline primordium
CG42708,midline primordium
nemy,midline primordium
slp1,midline primordium
ab,muscle system primordium
Abd-B,muscle system primordium
Act57B,muscle system primordium
Act87E,muscle system primordium
Argk,muscle system primordium
awd,muscle system primordium
Cat,muscle system primordium
CycA,muscle system primordium
egl,muscle system primordium
Gapdh1,muscle system primordium
Gdh,muscle system primordium
G-salpha60A,muscle system primordium
Gs1,muscle system primordium
Sop2,muscle system primordium
l(2)37Cc,muscle system primordium
Map205,muscle system primordium
nau,muscle system primordium
net,muscle system primordium
Pcl,muscle system primordium
pyd,muscle system primordium
ras,muscle system primordium
rib,muscle system primordium
rst,muscle system primordium
Src64B,muscle system primordium
betaTub60D,muscle system primordium
betaTub85D,muscle system primordium
blow,muscle system primordium
porin,muscle system primordium
gol,muscle system primordium
PpD3,muscle system primordium
dei,muscle system primordium
bys,muscle system primordium
Cdc42,muscle system primordium
Akt1,muscle system primordium
htl,muscle system primordium
l(2)06225,muscle system primordium
l(3)07882,muscle system primordium
l(3)s1921,muscle system primordium
OstStt3,muscle system primordium
l(3)neo18,muscle system primordium
Mef2,muscle system primordium
Trl,muscle system primordium
nuf,muscle system primordium
Arf51F,muscle system primordium
Chit,muscle system primordium
Rac2,muscle system primordium
Rapgap1,muscle system primordium
mbc,muscle system primordium
Rbf,muscle system primordium
Tom40,muscle system primordium
ATPsyn-d,muscle system primordium
Scs-fp,muscle system primordium
Nacalpha,muscle system primordium
Max,muscle system primordium
Surf4,muscle system primordium
ND42,muscle system primordium
drongo,muscle system primordium
Aats-phe,muscle system primordium
Nle,muscle system primordium
RFeSP,muscle system primordium
,muscle system primordium
l(2)k01209,muscle system primordium
l(2)09851,muscle system primordium
CG1910,muscle system primordium
Adk2,muscle system primordium
zf30C,muscle system primordium
vimar,muscle system primordium
CG14814,muscle system primordium
E2f2,muscle system primordium
und,muscle system primordium
Ip259,muscle system primordium
Cortactin,muscle system primordium
cib,muscle system primordium
slim,muscle system primordium
nop5,muscle system primordium
mei-P26,muscle system primordium
msk,muscle system primordium
l(1)G0007,muscle system primordium
Aats-thr,muscle system primordium
Aats-arg,muscle system primordium
l(1)G0193,muscle system primordium
l(1)G0156,muscle system primordium
l(1)G0022,muscle system primordium
l(1)G0004,muscle system primordium
CG9009,muscle system primordium
Adam,muscle system primordium
Nxt1,muscle system primordium
Ilk,muscle system primordium
CG31732,muscle system primordium
tan,muscle system primordium
CHES-1-like,muscle system primordium
CG8636,muscle system primordium
CG3249,muscle system primordium
CG15771,muscle system primordium
Grip,muscle system primordium
CG9650,muscle system primordium
CG12151,muscle system primordium
CG1444,muscle system primordium
CG1785,muscle system primordium
CG4040,muscle system primordium
CG1354,muscle system primordium
CG11158,muscle system primordium
CG13011,muscle system primordium
mRpL22,muscle system primordium
CG13005,muscle system primordium
CG8289,muscle system primordium
CG5800,muscle system primordium
CG6769,muscle system primordium
Him,muscle system primordium
CG6891,muscle system primordium
CG8010,muscle system primordium
CG14207,muscle system primordium
CG12576,muscle system primordium
CG5080,muscle system primordium
mRpL48,muscle system primordium
CG9866,muscle system primordium
CG9641,muscle system primordium
CG9663,muscle system primordium
CG15433,muscle system primordium
CG11188,muscle system primordium
CG7224,muscle system primordium
CG8353,muscle system primordium
CG13126,muscle system primordium
eEF1delta,muscle system primordium
Csl4,muscle system primordium
CG6388,muscle system primordium
